paths,labels
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_eouqX6_1654868536288.jpg,"{'filename': 'scraped_eouqX6_1654868536288.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [541, 709, 704, 547], 'all_points_y': [187, 189, 345, 345]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [598, 658, 657, 597], 'all_points_y': [294, 293, 319, 319]}, 'region_attributes': {'identity': 'odometer', 'reading': '79996'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_IZy0xl_1654868452577.jpg,"{'filename': 'scraped_IZy0xl_1654868452577.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [615, 820, 819, 615], 'all_points_y': [260, 260, 479, 481]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [679, 753, 753, 677], 'all_points_y': [404, 405, 431, 432]}, 'region_attributes': {'identity': 'odometer', 'reading': '83206'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_6BpnDN_1654868319523.jpg,"{'filename': 'scraped_6BpnDN_1654868319523.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [652, 799, 791, 652], 'all_points_y': [160, 166, 351, 349]}, 'region_attributes': {'identity': 'LCD', 'reading': ''}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [680, 750, 749, 679], 'all_points_y': [264, 266, 293, 291]}, 'region_attributes': {'identity': 'odometer', 'reading': '123766'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_JCcyCf_1654868455576.jpg,"{'filename': 'scraped_JCcyCf_1654868455576.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [701, 883, 878, 704], 'all_points_y': [370, 371, 428, 426]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [736, 806, 805, 734], 'all_points_y': [392, 394, 418, 417]}, 'region_attributes': {'identity': 'odometer', 'reading': '36238'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_IrkeCZ_1654868383609.jpg,"{'filename': 'scraped_IrkeCZ_1654868383609.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [489, 736, 735, 486], 'all_points_y': [411, 411, 529, 530]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [541, 628, 628, 540], 'all_points_y': [482, 481, 513, 511]}, 'region_attributes': {'identity': 'odometer', 'reading': '21100'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_CvEuKM_1654868282074.jpg,"{'filename': 'scraped_CvEuKM_1654868282074.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [646, 760, 755, 648], 'all_points_y': [313, 313, 469, 466]}, 'region_attributes': {'identity': 'LCD', 'reading': ''}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [669, 726, 724, 667], 'all_points_y': [393, 396, 415, 414]}, 'region_attributes': {'identity': 'odometer', 'reading': '55388'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_yjM0QT_1654868475930.jpg,"{'filename': 'scraped_yjM0QT_1654868475930.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [675, 749, 747, 674], 'all_points_y': [571, 573, 599, 597]}, 'region_attributes': {'identity': 'odometer', 'reading': '33330'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [517, 793, 791, 518], 'all_points_y': [562, 562, 607, 609]}, 'region_attributes': {'identity': 'LCD'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_rrUIzp_1654868416395.jpg,"{'filename': 'scraped_rrUIzp_1654868416395.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [569, 725, 729, 574], 'all_points_y': [262, 260, 471, 475]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [648, 709, 708, 649], 'all_points_y': [436, 437, 464, 465]}, 'region_attributes': {'identity': 'odometer', 'reading': '17759'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_DbUECM_1654868377866.jpg,"{'filename': 'scraped_DbUECM_1654868377866.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [691, 915, 911, 690], 'all_points_y': [357, 362, 438, 433]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [760, 833, 832, 758], 'all_points_y': [375, 379, 405, 403]}, 'region_attributes': {'identity': 'odometer', 'reading': '10015'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_hplVU5_1654868417585.jpg,"{'filename': 'scraped_hplVU5_1654868417585.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [624, 764, 763, 628], 'all_points_y': [287, 288, 483, 485]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [669, 733, 733, 669], 'all_points_y': [332, 333, 353, 354]}, 'region_attributes': {'identity': 'odometer', 'reading': '21511'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_QodkYi_1654868346460.jpg,"{'filename': 'scraped_QodkYi_1654868346460.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [669, 828, 827, 668], 'all_points_y': [460, 464, 534, 530]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [723, 813, 812, 721], 'all_points_y': [492, 494, 523, 521]}, 'region_attributes': {'identity': 'odometer', 'reading': '14244'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_UkxUV5_1654868309720.jpg,"{'filename': 'scraped_UkxUV5_1654868309720.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [591, 674, 675, 591], 'all_points_y': [406, 405, 437, 437]}, 'region_attributes': {'identity': 'odometer', 'reading': '18941'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [440, 447, 804, 807], 'all_points_y': [395, 447, 447, 396]}, 'region_attributes': {'identity': 'LCD'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_ycpf8H_1654868436926.jpg,"{'filename': 'scraped_ycpf8H_1654868436926.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [580, 706, 708, 583], 'all_points_y': [224, 224, 386, 384]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [611, 678, 676, 609], 'all_points_y': [316, 317, 338, 336]}, 'region_attributes': {'identity': 'odometer', 'reading': '43560'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_dQuDgv_1654868463623.jpg,"{'filename': 'scraped_dQuDgv_1654868463623.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [539, 822, 820, 541], 'all_points_y': [444, 437, 509, 513]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [711, 776, 776, 712], 'all_points_y': [468, 467, 492, 495]}, 'region_attributes': {'identity': 'odometer', 'reading': '20676'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_bcTr27_1654868495423.jpg,"{'filename': 'scraped_bcTr27_1654868495423.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [913, 1166, 1172, 915], 'all_points_y': [347, 351, 608, 609]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [1003, 1083, 1083, 1001], 'all_points_y': [432, 434, 469, 468]}, 'region_attributes': {'identity': 'odometer', 'reading': '09503'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_LnGe1Q_1654868409610.jpg,"{'filename': 'scraped_LnGe1Q_1654868409610.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [617, 751, 756, 621], 'all_points_y': [366, 364, 551, 554]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [644, 709, 707, 644], 'all_points_y': [480, 479, 511, 512]}, 'region_attributes': {'identity': 'odometer', 'reading': '32706'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_rMT4WL_1654868449799.jpg,"{'filename': 'scraped_rMT4WL_1654868449799.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [569, 752, 756, 581], 'all_points_y': [182, 178, 474, 480]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [684, 730, 732, 686], 'all_points_y': [438, 435, 450, 452]}, 'region_attributes': {'identity': 'odometer', 'reading': '41325'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_W0BA6o_1654868473236.jpg,"{'filename': 'scraped_W0BA6o_1654868473236.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [566, 787, 790, 569], 'all_points_y': [257, 256, 424, 425]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [644, 724, 725, 644], 'all_points_y': [343, 343, 371, 369]}, 'region_attributes': {'identity': 'odometer', 'reading': '72410'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_XojEDX_1654868485810.jpg,"{'filename': 'scraped_XojEDX_1654868485810.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [800, 936, 935, 801], 'all_points_y': [364, 369, 461, 457]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [822, 886, 886, 824], 'all_points_y': [419, 422, 447, 447]}, 'region_attributes': {'identity': 'odometer', 'reading': '76900'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_A7vf0f_1654868350609.jpg,"{'filename': 'scraped_A7vf0f_1654868350609.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [886, 886, 1036, 1038, 885], 'all_points_y': [374, 373, 372, 447, 450]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [928, 1016, 1015, 927], 'all_points_y': [415, 414, 441, 443]}, 'region_attributes': {'identity': 'odometer', 'reading': '88109'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_idhezu_1654868336881.jpg,"{'filename': 'scraped_idhezu_1654868336881.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [551, 685, 689, 558], 'all_points_y': [272, 267, 463, 470]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [607, 669, 668, 606], 'all_points_y': [324, 323, 346, 346]}, 'region_attributes': {'identity': 'odometer', 'reading': '13772'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_sc92Iy_1654868342129.jpg,"{'filename': 'scraped_sc92Iy_1654868342129.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [624, 765, 766, 623], 'all_points_y': [392, 391, 475, 476]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [635, 733, 732, 634], 'all_points_y': [400, 400, 431, 432]}, 'region_attributes': {'identity': 'odometer', 'reading': '112273'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_pYGdIc_1654868389161.jpg,"{'filename': 'scraped_pYGdIc_1654868389161.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [927, 1236, 1239, 927], 'all_points_y': [341, 341, 477, 481]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [1055, 1187, 1186, 1056], 'all_points_y': [409, 409, 460, 461]}, 'region_attributes': {'identity': 'odometer', 'reading': '484.3'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_NJxClZ_1654868345095.jpg,"{'filename': 'scraped_NJxClZ_1654868345095.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [642, 817, 819, 643], 'all_points_y': [192, 192, 415, 414]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [743, 787, 787, 742], 'all_points_y': [368, 368, 390, 391]}, 'region_attributes': {'identity': 'odometer', 'reading': '3739'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_lotbBE_1654868405350.jpg,"{'filename': 'scraped_lotbBE_1654868405350.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [579, 714, 710, 582], 'all_points_y': [142, 146, 319, 315]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [610, 674, 672, 610], 'all_points_y': [237, 239, 264, 261]}, 'region_attributes': {'identity': 'odometer', 'reading': '53039'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_Do4842_1654868369379.jpg,"{'filename': 'scraped_Do4842_1654868369379.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [643, 739, 739, 641], 'all_points_y': [276, 279, 314, 311]}, 'region_attributes': {'identity': 'odometer', 'reading': '076646'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [630, 634, 786, 785], 'all_points_y': [213, 319, 319, 214]}, 'region_attributes': {'identity': 'LCD'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_RVEFFj_1654868301564.jpg,"{'filename': 'scraped_RVEFFj_1654868301564.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [648, 794, 794, 648], 'all_points_y': [300, 299, 369, 368]}, 'region_attributes': {'identity': 'LCD', 'reading': ''}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [691, 772, 772, 690], 'all_points_y': [333, 333, 360, 360]}, 'region_attributes': {'identity': 'odometer', 'reading': '61450'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_IrRQR7_1654868514956.jpg,"{'filename': 'scraped_IrRQR7_1654868514956.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [562, 743, 747, 563], 'all_points_y': [227, 228, 483, 483]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [587, 644, 645, 588], 'all_points_y': [434, 433, 456, 455]}, 'region_attributes': {'identity': 'odometer', 'reading': '40546'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_emwwaf_1654868499744.jpg,"{'filename': 'scraped_emwwaf_1654868499744.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [562, 749, 749, 559], 'all_points_y': [278, 283, 521, 514]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [599, 676, 675, 599], 'all_points_y': [443, 447, 476, 474]}, 'region_attributes': {'identity': 'odometer', 'reading': '45893'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_w7Kext_1654868516539.jpg,"{'filename': 'scraped_w7Kext_1654868516539.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [641, 728, 728, 640], 'all_points_y': [439, 439, 465, 465]}, 'region_attributes': {'identity': 'odometer', 'reading': '54278'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [574, 750, 749, 575], 'all_points_y': [430, 432, 468, 465]}, 'region_attributes': {'identity': 'LCD'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_JbNBxI_1654868478649.jpg,"{'filename': 'scraped_JbNBxI_1654868478649.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [814, 1187, 1190, 822], 'all_points_y': [198, 202, 536, 526]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [942, 1100, 1099, 941], 'all_points_y': [313, 321, 370, 362]}, 'region_attributes': {'identity': 'odometer', 'reading': '027534'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_QVqS97_1654868272556.jpg,"{'filename': 'scraped_QVqS97_1654868272556.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [675, 859, 855, 674], 'all_points_y': [203, 206, 445, 443]}, 'region_attributes': {'identity': 'LCD', 'reading': ''}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [757, 821, 819, 757], 'all_points_y': [403, 406, 433, 431]}, 'region_attributes': {'identity': 'odometer', 'reading': '66503'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_p2uyPa_1654868401299.jpg,"{'filename': 'scraped_p2uyPa_1654868401299.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [598, 735, 734, 598], 'all_points_y': [169, 170, 281, 281]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [604, 690, 691, 603], 'all_points_y': [232, 235, 265, 262]}, 'region_attributes': {'identity': 'odometer', 'reading': '091017'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_kvxmvi_1654868386381.jpg,"{'filename': 'scraped_kvxmvi_1654868386381.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [588, 705, 705, 589], 'all_points_y': [311, 310, 353, 355]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [598, 698, 697, 596], 'all_points_y': [324, 321, 342, 342]}, 'region_attributes': {'identity': 'odometer', 'reading': '073679'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_MEtbzY_1654868512167.jpg,"{'filename': 'scraped_MEtbzY_1654868512167.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [534, 706, 706, 534], 'all_points_y': [227, 229, 368, 366]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [583, 657, 657, 582], 'all_points_y': [301, 301, 329, 327]}, 'region_attributes': {'identity': 'odometer', 'reading': '22734'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_SdRbLx_1654868333125.jpg,"{'filename': 'scraped_SdRbLx_1654868333125.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [598, 646, 646, 598], 'all_points_y': [528, 528, 549, 549]}, 'region_attributes': {'identity': 'odometer', 'reading': '23120'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [223, 220, 722, 720], 'all_points_y': [285, 607, 598, 280]}, 'region_attributes': {'identity': 'LCD'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff862be4ea4a151632ad/scraped_fgbtHA_1654868285061.jpg,"{'filename': 'scraped_fgbtHA_1654868285061.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [875, 1067, 1065, 872], 'all_points_y': [299, 304, 435, 433]}, 'region_attributes': {'identity': 'LCD', 'reading': ''}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [912, 971, 970, 910], 'all_points_y': [393, 396, 420, 419]}, 'region_attributes': {'identity': 'odometer', 'reading': '8067'}}], 'file_attributes': {}}"
